"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01007099999","2021-01-28T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-2","6","","","-0.01","2","72","","30.41","30.38","","5","122","26","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-28T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-12","0","","","-0.02","0","58","","30.45","30.42","","-1","122","30","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-29T01:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-14","3","","","-0.01","3","44","","30.47","30.43","","1","128","35","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-29T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-8","5","","","-0.01","3","53","","30.48","30.45","","3","111","31","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-29T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-13","1","","","-0.03","3","51","","30.51","30.48","","-1","136","17","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-29T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-15","3","","","+0.00","7","42","","30.52","30.49","","1","146","16","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-29T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-13","1","","","-0.01","2","51","","30.53","30.50","","-1","143","15","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-30T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-12","1","","","+0.03","7","53","","30.48","30.45","","-1","136","20","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-30T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-14","-1","","","+0.04","7","52","","30.32","30.29","","-2","155","12","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-30T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-19","-2","","","+0.04","6","43","","30.23","30.20","","-3","144","14","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-31T01:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-19","-2","","","+0.04","7","43","","30.19","30.16","","-3","154","14","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-31T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-20","-3","","","+0.04","7","42","","30.15","30.12","","-4","232","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-31T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-18","0","","","+0.04","7","42","","30.03","30.00","","-2","144","13","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-01-31T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-4","7","","","+0.04","6","59","","29.95","29.92","","5","115","23","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-01T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","3","10","","","+0.04","6","74","","29.87","29.84","","9","118","35","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-01T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","6","13","","","-0.02","3","75","","29.86","29.83","","11","123","36","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-01T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","12","15","","","-0.01","3","87","","29.88","29.85","","14","130","26","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-01T21:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","13","18","","","-0.02","0","80","","29.90","29.87","","17","246","26","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-01T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","12","18","","","-0.01","3","77","","29.90","29.87","","16","119","29","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-02T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","14","20","","","-0.01","2","77","","29.94","29.91","","18","126","16","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-02T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","13","21","","","-0.01","2","71","","29.95","29.92","","19","143","13","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-02T14:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","16","21","","","+0.00","5","81","","29.95","29.92","","20","120","20","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-02T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","16","23","","","-0.01","3","75","","29.95","29.92","","21","141","13","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-02T18:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","17","24","","","+0.01","8","76","","29.94","29.91","","22","120","21","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-02T20:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","20","23","","","-0.01","3","89","","29.96","29.93","","22","128","19","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-02T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","20","23","","","-0.03","2","91","","29.98","29.95","","22","225","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-03T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","23","25","","","+0.01","8","94","","29.94","29.91","","24","119","38","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-03T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","21","26","","","-0.07","3","81","","30.06","30.03","","24","232","19","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-03T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","","24","","","-0.06","3","","","30.19","30.16","","","247","21","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-03T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","","21","","","-0.06","1","","","30.30","30.27","","","234","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-04T01:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","","22","","","-0.03","2","","","30.33","30.30","","","237","15","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-04T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","13","21","","","-0.02","0","70","","30.36","30.33","","19","242","15","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-04T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","12","20","","","-0.04","3","71","","30.42","30.39","","18","264","17","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-04T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","9","14","","","-0.03","3","80","","30.53","30.50","","13","248","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-05T01:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","9","15","","","-0.02","2","78","","30.55","30.52","","14","271","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-05T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","10","16","","","-0.02","0","76","","30.57","30.54","","14","230","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-05T07:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","11","17","","","-0.01","2","77","OVC:08 20","30.58","30.55","18.64","15","154","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-05T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","11","19","","","-0.01","2","72","","30.60","30.57","","17","140","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-05T14:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","18","21","","","-0.00","2","91","","30.61","30.58","","20","133","12","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-05T15:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","20","22","","","-0.02","3","92","","30.63","30.60","","21","048","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-05T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","22","25","","","-0.02","3","87","","30.63","30.60","","24","229","12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-05T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","21","24","","","-0.04","3","89","","30.72","30.69","","23","305","18","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-06T01:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","19","23","","","-0.03","1","87","","30.75","30.72","","22","296","15","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-06T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","18","22","","","-0.01","0","82","","30.76","30.73","","21","280","18","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-06T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","20","22","","","+0.01","7","93","","30.74","30.71","","21","254","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-06T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","18","21","","","+0.02","7","87","","30.71","30.68","","20","230","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-06T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","19","20","","","+0.02","7","94","","30.66","30.63","","20","130","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-07T01:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","10","15","","","+0.03","7","78","","30.63","30.60","","14","142","14","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-07T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","17","23","","","+0.02","6","78","","30.54","30.50","","21","124","23","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-07T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","16","20","","","+0.00","5","82","","30.53","30.50","","19","125","28","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-07T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","14","21","","","-0.02","2","73","","30.55","30.52","","19","123","20","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-08T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","2","18","","","-0.05","2","48","","30.66","30.63","","14","131","18","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-08T13:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-1","18","","","-0.04","2","44","FEW:01 33","30.70","30.66","46.60","14","140","14","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-08T14:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","0","18","","","-0.04","2","44","","30.71","30.68","","14","118","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-08T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-1","17","","","-0.02","0","44","","30.72","30.69","","13","238","13","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-09T01:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-5","15","","","+0.00","8","40","","30.73","30.70","","11","140","14","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-09T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-9","10","","","+0.05","7","42","","30.58","30.55","","7","254","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-09T11:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-9","7","","","+0.05","7","48","","30.56","30.53","","5","289","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-09T13:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","-2","11","","","+0.07","7","55","OVC:08 49","30.52","30.48","31.07","9","134","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-09T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","14","18","","","+0.07","7","84","","30.27","30.24","","17","302","18","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-10T08:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","6","12","","","+0.06","7","75","","30.07","30.04","","11","123","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-02-10T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","5","11","","","+0.03","6","74","","30.06","30.03","","10","146","12","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
